#?PETBL/1.0 SOURCE
#?o name="cp20000-ms-2000"
#?o ucm:code_set_alias="cp20000-ms	ms20000	windows20000	windows-20000"
## Source: 2000/08/26  21:00              180,258 c_20000.nls
#?o license="Public Domain"
0x4C	U+004C		# LATIN CAPITAL LETTER L
0x4D	U+004D		# LATIN CAPITAL LETTER M
0x4E	U+004E		# LATIN CAPITAL LETTER N
0x4F	U+004F		# LATIN CAPITAL LETTER O
0x50	U+0050		# LATIN CAPITAL LETTER P
0x51	U+0051		# LATIN CAPITAL LETTER Q
0x52	U+0052		# LATIN CAPITAL LETTER R
0x53	U+0053		# LATIN CAPITAL LETTER S
0x54	U+0054		# LATIN CAPITAL LETTER T
0x55	U+0055		# LATIN CAPITAL LETTER U
0x56	U+0056		# LATIN CAPITAL LETTER V
0x57	U+0057		# LATIN CAPITAL LETTER W
0x58	U+0058		# LATIN CAPITAL LETTER X
0x59	U+0059		# LATIN CAPITAL LETTER Y
0x5A	U+005A		# LATIN CAPITAL LETTER Z
0x5B	U+005B		# LEFT SQUARE BRACKET
0x5C	U+005C		# REVERSE SOLIDUS
0x5D	U+005D		# RIGHT SQUARE BRACKET
0x5E	U+005E		# CIRCUMFLEX ACCENT
0x5F	U+005F		# LOW LINE
0x60	U+0060		# GRAVE ACCENT
0x61	U+0061		# LATIN SMALL LETTER A
0x62	U+0062		# LATIN SMALL LETTER B
0x63	U+0063		# LATIN SMALL LETTER C
0x64	U+0064		# LATIN SMALL LETTER D
0x65	U+0065		# LATIN SMALL LETTER E
0x66	U+0066		# LATIN SMALL LETTER F
0x67	U+0067		# LATIN SMALL LETTER G
0x68	U+0068		# LATIN SMALL LETTER H
0x69	U+0069		# LATIN SMALL LETTER I
0x6A	U+006A		# LATIN SMALL LETTER J
0x6B	U+006B		# LATIN SMALL LETTER K
0x6C	U+006C		# LATIN SMALL LETTER L
0x6D	U+006D		# LATIN SMALL LETTER M
0x6E	U+006E		# LATIN SMALL LETTER N
0x6F	U+006F		# LATIN SMALL LETTER O
0x70	U+0070		# LATIN SMALL LETTER P
0x71	U+0071		# LATIN SMALL LETTER Q
0x72	U+0072		# LATIN SMALL LETTER R
0x73	U+0073		# LATIN SMALL LETTER S
0x74	U+0074		# LATIN SMALL LETTER T
0x75	U+0075		# LATIN SMALL LETTER U
0x76	U+0076		# LATIN SMALL LETTER V
0x77	U+0077		# LATIN SMALL LETTER W
0x78	U+0078		# LATIN SMALL LETTER X
0x79	U+0079		# LATIN SMALL LETTER Y
0x7A	U+007A		# LATIN SMALL LETTER Z
0x7B	U+007B		# LEFT CURLY BRACKET
0x7C	U+007C		# VERTICAL LINE
0x7D	U+007D		# RIGHT CURLY BRACKET
0x7E	U+007E		# TILDE
0x7F	U+007F		# <control>
0x80	U+0080		# <control>
0x81	U+0081		# <control>
0x82	U+0082		# <control>
0x83	U+0083		# <control>
0x84	U+0084		# <control>
0x85	U+0085		# <control>
0x86	U+0086		# <control>
0x87	U+0087		# <control>
0x88	U+0088		# <control>
0x89	U+0089		# <control>
0x8A	U+008A		# <control>
0x8B	U+008B		# <control>
0x8C	U+008C		# <control>
0x8D	U+008D		# <control>
0x8E	U+008E		# <control>
0x8F	U+008F		# <control>
0x90	U+0090		# <control>
0x91	U+0091		# <control>
0x92	U+0092		# <control>
0x93	U+0093		# <control>
0x94	U+0094		# <control>
0x95	U+0095		# <control>
0x96	U+0096		# <control>
0x97	U+0097		# <control>
0x98	U+0098		# <control>
0x99	U+0099		# <control>
0x9A	U+009A		# <control>
0x9B	U+009B		# <control>
0x9C	U+009C		# <control>
0x9D	U+009D		# <control>
0x9E	U+009E		# <control>
0x9F	U+009F		# <control>
0xA0	U+F8F0		# <private>
0xA121	U+4E42		# <cjk>
0xA122	U+4E5C		# <cjk>
0xA123	U+51F5		# <cjk>
0xA124	U+531A		# <cjk>
0xA125	U+5382		# <cjk>
0xA126	U+4E07		# <cjk>
0xA127	U+4E0C		# <cjk>
0xA128	U+4E47		# <cjk>
0xA129	U+4E8D		# <cjk>
0xA12A	U+56D7		# <cjk>
0xA12B	U+5C6E		# <cjk>
0xA12C	U+5F73		# <cjk>
0xA12D	U+4E0F		# <cjk>
0xA12E	U+5187		# <cjk>
0xA12F	U+4E0E		# <cjk>
0xA130	U+4E2E		# <cjk>
0xA131	U+4E93		# <cjk>
0xA132	U+4EC2		# <cjk>
0xA133	U+4EC9		# <cjk>
0xA134	U+4EC8		# <cjk>
0xA135	U+5198		# <cjk>
0xA136	U+52FC		# <cjk>
0xA137	U+536C		# <cjk>
0xA138	U+53B9		# <cjk>
0xA139	U+5720		# <cjk>
0xA13A	U+5903		# <cjk>
0xA13B	U+592C		# <cjk>
0xA13C	U+5C10		# <cjk>
0xA13D	U+5DFF		# <cjk>
0xA13E	U+65E1		# <cjk>
0xA13F	U+6BB3		# <cjk>
0xA140	U+6BCC		# <cjk>
0xA141	U+6C14		# <cjk>
0xA142	U+723F		# <cjk>
0xA143	U+4E31		# <cjk>
0xA144	U+4E3C		# <cjk>
0xA145	U+4EE8		# <cjk>
0xA146	U+4EDC		# <cjk>
0xA147	U+4EE9		# <cjk>
0xA148	U+4EE1		# <cjk>
0xA149	U+4EDD		# <cjk>
0xA14A	U+4EDA		# <cjk>
0xA14B	U+520C		# <cjk>
0xA14C	U+5209		# <cjk>
0xA14D	U+531C		# <cjk>
0xA14E	U+534C		# <cjk>
0xA14F	U+5722		# <cjk>
0xA150	U+5723		# <cjk>
0xA151	U+5917		# <cjk>
0xA152	U+592F		# <cjk>
0xA153	U+5B81		# <cjk>
0xA154	U+5B84		# <cjk>
0xA155	U+5C12		# <cjk>
0xA156	U+5C3B		# <cjk>
0xA157	U+5C74		# <cjk>
0xA158	U+5C73		# <cjk>
0xA159	U+5E04		# <cjk>
0xA15A	U+5E80		# <cjk>
0xA15B	U+5E82		# <cjk>
0xA15C	U+5FC9		# <cjk>
0xA15D	U+6209		# <cjk>
0xA15E	U+6250		# <cjk>
0xA15F	U+6C15		# <cjk>
0xA160	U+6C36		# <cjk>
0xA161	U+6C43		# <cjk>
0xA162	U+6C3F		# <cjk>
0xA163	U+6C3B		# <cjk>
0xA164	U+72AE		# <cjk>
0xA165	U+72B0		# <cjk>
0xA166	U+738A		# <cjk>
0xA167	U+79B8		# <cjk>
0xA168	U+808A		# <cjk>
0xA169	U+961E		# <cjk>
0xA16A	U+4F0E		# <cjk>
0xA16B	U+4F18		# <cjk>
0xA16C	U+4F2C		# <cjk>
0xA16D	U+4EF5		# <cjk>
0xA16E	U+4F14		# <cjk>
0xA16F	U+4EF1		# <cjk>
0xA170	U+4F00		# <cjk>
0xA171	U+4EF7		# <cjk>
0xA172	U+4F08		# <cjk>
0xA173	U+4F1D		# <cjk>
0xA174	U+4F02		# <cjk>
0xA175	U+4F05		# <cjk>
0xA176	U+4F22		# <cjk>
0xA177	U+4F13		# <cjk>
0xA178	U+4F04		# <cjk>
0xA179	U+4EF4		# <cjk>
0xA17A	U+4F12		# <cjk>
0xA17B	U+51B1		# <cjk>
0xA17C	U+5213		# <cjk>
0xA17D	U+5210		# <cjk>
0xA17E	U+52A6		# <cjk>
0xA1A1	U+3000		# IDEOGRAPHIC SPACE
0xA1A2	U+FF0C		# FULLWIDTH COMMA
0xA1A3	U+3001		# IDEOGRAPHIC COMMA
0xA1A4	U+3002		# IDEOGRAPHIC FULL STOP
0xA1A5	U+2024		# ONE DOT LEADER
0xA1A6	U+2022		# BULLET
0xA1A7	U+FF1B		# FULLWIDTH SEMICOLON
0xA1A8	U+FF1A		# FULLWIDTH COLON
0xA1A9	U+FF1F		# FULLWIDTH QUESTION MARK
0xA1AA	U+FF01		# FULLWIDTH EXCLAMATION MARK
0xA1AB	U+FE30		# PRESENTATION FORM FOR VERTICAL TWO DOT LEADER
0xA1AC	U+2026		# HORIZONTAL ELLIPSIS
0xA1AD	U+2025		# TWO DOT LEADER
0xA1AE	U+FE50		# SMALL COMMA
0xA1AF	U+FE51		# SMALL IDEOGRAPHIC COMMA
0xA1B0	U+2027		# HYPHENATION POINT
0xA1B1	U+FE52		# SMALL FULL STOP
0xA1B2	U+FE54		# SMALL SEMICOLON
0xA1B3	U+FE55		# SMALL COLON
0xA1B4	U+FE56		# SMALL QUESTION MARK
0xA1B5	U+FE57		# SMALL EXCLAMATION MARK
0xA1B6	U+FE31		# PRESENTATION FORM FOR VERTICAL EM DASH
0xA1B7	U+2013		# EN DASH
0xA1B8	U+FE32		# PRESENTATION FORM FOR VERTICAL EN DASH
0xA1B9	U+2014		# EM DASH
0xA1BA	U+FE33		# PRESENTATION FORM FOR VERTICAL LOW LINE
0xA1BB	U+FF3F		# FULLWIDTH LOW LINE
0xA1BC	U+FE34		# PRESENTATION FORM FOR VERTICAL WAVY LOW LINE
0xA1BD	U+FE4F		# WAVY LOW LINE
0xA1BE	U+FF08		# FULLWIDTH LEFT PARENTHESIS
0xA1BF	U+FF09		# FULLWIDTH RIGHT PARENTHESIS
0xA1C0	U+FE35		# PRESENTATION FORM FOR VERTICAL LEFT PARENTHESIS
0xA1C1	U+FE36		# PRESENTATION FORM FOR VERTICAL RIGHT PARENTHESIS
0xA1C2	U+FF5B		# FULLWIDTH LEFT CURLY BRACKET
0xA1C3	U+FF5D		# FULLWIDTH RIGHT CURLY BRACKET
0xA1C4	U+FE37		# PRESENTATION FORM FOR VERTICAL LEFT CURLY BRACKET
0xA1C5	U+FE38		# PRESENTATION FORM FOR VERTICAL RIGHT CURLY BRACKET
0xA1C6	U+3014		# LEFT TORTOISE SHELL BRACKET
0xA1C7	U+3015		# RIGHT TORTOISE SHELL BRACKET
0xA1C8	U+FE39		# PRESENTATION FORM FOR VERTICAL LEFT TORTOISE SHELL BRACKET
0xA1C9	U+FE3A		# PRESENTATION FORM FOR VERTICAL RIGHT TORTOISE SHELL BRACKET
0xA1CA	U+3010		# LEFT BLACK LENTICULAR BRACKET
0xA1CB	U+3011		# RIGHT BLACK LENTICULAR BRACKET
0xA1CC	U+FE3B		# PRESENTATION FORM FOR VERTICAL LEFT BLACK LENTICULAR BRACKET
0xA1CD	U+FE3C		# PRESENTATION FORM FOR VERTICAL RIGHT BLACK LENTICULAR BRACKET
0xA1CE	U+300A		# LEFT DOUBLE ANGLE BRACKET
0xA1CF	U+300B		# RIGHT DOUBLE ANGLE BRACKET
0xA1D0	U+FE3D		# PRESENTATION FORM FOR VERTICAL LEFT DOUBLE ANGLE BRACKET
0xA1D1	U+FE3E		# PRESENTATION FORM FOR VERTICAL RIGHT DOUBLE ANGLE BRACKET
0xA1D2	U+3008		# LEFT ANGLE BRACKET
0xA1D3	U+3009		# RIGHT ANGLE BRACKET
0xA1D4	U+FE3F		# PRESENTATION FORM FOR VERTICAL LEFT ANGLE BRACKET
0xA1D5	U+FE40		# PRESENTATION FORM FOR VERTICAL RIGHT ANGLE BRACKET
0xA1D6	U+300C		# LEFT CORNER BRACKET
0xA1D7	U+300D		# RIGHT CORNER BRACKET
0xA1D8	U+FE41		# PRESENTATION FORM FOR VERTICAL LEFT CORNER BRACKET
0xA1D9	U+FE42		# PRESENTATION FORM FOR VERTICAL RIGHT CORNER BRACKET
0xA1DA	U+300E		# LEFT WHITE CORNER BRACKET
0xA1DB	U+300F		# RIGHT WHITE CORNER BRACKET
0xA1DC	U+FE43		# PRESENTATION FORM FOR VERTICAL LEFT WHITE CORNER BRACKET
0xA1DD	U+FE44		# PRESENTATION FORM FOR VERTICAL RIGHT WHITE CORNER BRACKET
0xA1DE	U+FE59		# SMALL LEFT PARENTHESIS
0xA1DF	U+FE5A		# SMALL RIGHT PARENTHESIS
0xA1E0	U+FE5B		# SMALL LEFT CURLY BRACKET
0xA1E1	U+FE5C		# SMALL RIGHT CURLY BRACKET
0xA1E2	U+FE5D		# SMALL LEFT TORTOISE SHELL BRACKET
0xA1E3	U+FE5E		# SMALL RIGHT TORTOISE SHELL BRACKET
0xA1E4	U+2018		# LEFT SINGLE QUOTATION MARK
0xA1E5	U+2019		# RIGHT SINGLE QUOTATION MARK
0xA1E6	U+201C		# LEFT DOUBLE QUOTATION MARK
0xA1E7	U+201D		# RIGHT DOUBLE QUOTATION MARK
0xA1E8	U+301D		# REVERSED DOUBLE PRIME QUOTATION MARK
0xA1E9	U+301E		# DOUBLE PRIME QUOTATION MARK
0xA1EA	U+2032		# PRIME
0xA1EB	U+2035		# REVERSED PRIME
0xA1EC	U+FF03		# FULLWIDTH NUMBER SIGN
0xA1ED	U+FF06		# FULLWIDTH AMPERSAND
0xA1EE	U+FF0A		# FULLWIDTH ASTERISK
0xA1EF	U+203B		# REFERENCE MARK
0xA1F0	U+00A7		# SECTION SIGN
0xA1F1	U+3003		# DITTO MARK
0xA1F2	U+25CB		# WHITE CIRCLE
0xA1F3	U+25CF		# BLACK CIRCLE
0xA1F4	U+25B3		# WHITE UP-POINTING TRIANGLE
0xA1F5	U+25B2		# BLACK UP-POINTING TRIANGLE
0xA1F6	U+25CE		# BULLSEYE
0xA1F7	U+2606		# WHITE STAR
0xA1F8	U+2605		# BLACK STAR
0xA1F9	U+25C7		# WHITE DIAMOND
0xA1FA	U+25C6		# BLACK DIAMOND
0xA1FB	U+25A1		# WHITE SQUARE
0xA1FC	U+25A0		# BLACK SQUARE
0xA1FD	U+25BD		# WHITE DOWN-POINTING TRIANGLE
0xA1FE	U+25BC		# BLACK DOWN-POINTING TRIANGLE
0xA221	U+5322		# <cjk>
0xA222	U+531F		# <cjk>
0xA223	U+534D		# <cjk>
0xA224	U+538A		# <cjk>
0xA225	U+5407		# <cjk>
0xA226	U+56E1		# <cjk>
0xA227	U+56DF		# <cjk>
0xA228	U+572E		# <cjk>
0xA229	U+572A		# <cjk>
0xA22A	U+5734		# <cjk>
0xA22B	U+593C		# <cjk>
0xA22C	U+5980		# <cjk>
0xA22D	U+597C		# <cjk>
0xA22E	U+5985		# <cjk>
0xA22F	U+597B		# <cjk>
0xA230	U+597E		# <cjk>
0xA231	U+5977		# <cjk>
0xA232	U+597F		# <cjk>
0xA233	U+5B56		# <cjk>
0xA234	U+5C15		# <cjk>
0xA235	U+5C25		# <cjk>
0xA236	U+5C7C		# <cjk>
0xA237	U+5C7A		# <cjk>
0xA238	U+5C7B		# <cjk>
0xA239	U+5C7E		# <cjk>
0xA23A	U+5DDF		# <cjk>
0xA23B	U+5E75		# <cjk>
0xA23C	U+5E84		# <cjk>
0xA23D	U+5F02		# <cjk>
0xA23E	U+5F1A		# <cjk>
0xA23F	U+5F74		# <cjk>
0xA240	U+5FD5		# <cjk>
0xA241	U+5FD4		# <cjk>
0xA242	U+5FCF		# <cjk>
0xA243	U+625C		# <cjk>
0xA244	U+625E		# <cjk>
0xA245	U+6264		# <cjk>
0xA246	U+6261		# <cjk>
0xA247	U+6266		# <cjk>
0xA248	U+6262		# <cjk>
0xA249	U+6259		# <cjk>
0xA24A	U+6260		# <cjk>
0xA24B	U+625A		# <cjk>
0xA24C	U+6265		# <cjk>
0xA24D	U+6537		# <cjk>
0xA24E	U+65EF		# <cjk>
0xA24F	U+65EE		# <cjk>
0xA250	U+673E		# <cjk>
0xA251	U+6739		# <cjk>
0xA252	U+6738		# <cjk>
0xA253	U+673B		# <cjk>
0xA254	U+673A		# <cjk>
0xA255	U+673F		# <cjk>
0xA256	U+673C		# <cjk>
0xA257	U+6733		# <cjk>
0xA258	U+6C18		# <cjk>
0xA259	U+6C46		# <cjk>
0xA25A	U+6C52		# <cjk>
0xA25B	U+6C5C		# <cjk>
0xA25C	U+6C4F		# <cjk>
0xA25D	U+6C4A		# <cjk>
0xA25E	U+6C54		# <cjk>
0xA25F	U+6C4B		# <cjk>
0xA260	U+6C4C		# <cjk>
0xA261	U+7071		# <cjk>
0xA262	U+725E		# <cjk>
0xA263	U+72B4		# <cjk>
0xA264	U+72B5		# <cjk>
0xA265	U+738E		# <cjk>
0xA266	U+752A		# <cjk>
0xA267	U+767F		# <cjk>
0xA268	U+7A75		# <cjk>
0xA269	U+7F51		# <cjk>
0xA26A	U+8278		# <cjk>
0xA26B	U+827C		# <cjk>
0xA26C	U+8280		# <cjk>
0xA26D	U+827D		# <cjk>
0xA26E	U+827F		# <cjk>
0xA26F	U+864D		# <cjk>
0xA270	U+897E		# <cjk>
0xA271	U+9099		# <cjk>
0xA272	U+9097		# <cjk>
0xA273	U+9098		# <cjk>
0xA274	U+909B		# <cjk>
0xA275	U+9094		# <cjk>
0xA276	U+9622		# <cjk>
0xA277	U+9624		# <cjk>
0xA278	U+9620		# <cjk>
0xA279	U+9623		# <cjk>
0xA27A	U+4F56		# <cjk>
0xA27B	U+4F3B		# <cjk>
0xA27C	U+4F62		# <cjk>
0xA27D	U+4F49		# <cjk>
0xA27E	U+4F53		# <cjk>
0xA2A1	U+32A3		# CIRCLED IDEOGRAPH CORRECT
0xA2A2	U+2105		# CARE OF
0xA2A3	U+203E		# OVERLINE
0xA2A4	U+FFE3		# FULLWIDTH MACRON
0xA2A5	U+FF3F	->	# FULLWIDTH LOW LINE
0xA2A6	U+FF3F	->	# FULLWIDTH LOW LINE
0xA2A7	U+FE49		# DASHED OVERLINE
0xA2A8	U+FE4A		# CENTRELINE OVERLINE
0xA2A9	U+FE4D		# DASHED LOW LINE
0xA2AA	U+FE4E		# CENTRELINE LOW LINE
0xA2AB	U+FE4B		# WAVY OVERLINE
0xA2AC	U+FE4C		# DOUBLE WAVY OVERLINE
0xA2AD	U+FE5F		# SMALL NUMBER SIGN
0xA2AE	U+FE60		# SMALL AMPERSAND
0xA2AF	U+FE61		# SMALL ASTERISK
0xA2B0	U+FF0B		# FULLWIDTH PLUS SIGN
0xA2B1	U+FF0D		# FULLWIDTH HYPHEN-MINUS
0xA2B2	U+00D7		# MULTIPLICATION SIGN
0xA2B3	U+00F7		# DIVISION SIGN
0xA2B4	U+00B1		# PLUS-MINUS SIGN
0xA2B5	U+221A		# SQUARE ROOT
0xA2B6	U+FF1C		# FULLWIDTH LESS-THAN SIGN
0xA2B7	U+FF1E		# FULLWIDTH GREATER-THAN SIGN
0xA2B8	U+FF1D		# FULLWIDTH EQUALS SIGN
0xA2B9	U+2266		# LESS-THAN OVER EQUAL TO
0xA2BA	U+2267		# GREATER-THAN OVER EQUAL TO
0xA2BB	U+2260		# NOT EQUAL TO
0xA2BC	U+221E		# INFINITY
0xA2BD	U+2252		# APPROXIMATELY EQUAL TO OR THE IMAGE OF
0xA2BE	U+2261		# IDENTICAL TO
0xA2BF	U+FE62		# SMALL PLUS SIGN
0xA2C0	U+FE63		# SMALL HYPHEN-MINUS
0xA2C1	U+FE64		# SMALL LESS-THAN SIGN
0xA2C2	U+FE65		# SMALL GREATER-THAN SIGN
0xA2C3	U+FE66		# SMALL EQUALS SIGN
0xA2C4	U+223C		# TILDE OPERATOR
0xA2C5	U+2229		# INTERSECTION
0xA2C6	U+222A		# UNION
0xA2C7	U+22A5		# UP TACK
0xA2C8	U+2220		# ANGLE
0xA2C9	U+221F		# RIGHT ANGLE
0xA2CA	U+22BF		# RIGHT TRIANGLE
0xA2CB	U+33D2		# SQUARE LOG
0xA2CC	U+33D1		# SQUARE LN
0xA2CD	U+222B		# INTEGRAL
0xA2CE	U+222E		# CONTOUR INTEGRAL
0xA2CF	U+2235		# BECAUSE
0xA2D0	U+2234		# THEREFORE
0xA2D1	U+2640		# FEMALE SIGN
0xA2D2	U+2642		# MALE SIGN
0xA2D3	U+2295		# CIRCLED PLUS
0xA2D4	U+2299		# CIRCLED DOT OPERATOR
0xA2D5	U+2191		# UPWARDS ARROW
0xA2D6	U+2193		# DOWNWARDS ARROW
0xA2D7	U+2192		# RIGHTWARDS ARROW
0xA2D8	U+2190		# LEFTWARDS ARROW
0xA2D9	U+2196		# NORTH WEST ARROW
0xA2DA	U+2197		# NORTH EAST ARROW
0xA2DB	U+2199		# SOUTH WEST ARROW
0xA2DC	U+2198		# SOUTH EAST ARROW
0xA2DD	U+2225		# PARALLEL TO
0xA2DE	U+2223		# DIVIDES
0xA2DF	U+FF0F		# FULLWIDTH SOLIDUS
0xA2E0	U+FF3C		# FULLWIDTH REVERSE SOLIDUS
0xA2E1	U+FF0F	->	# FULLWIDTH SOLIDUS
0xA2E2	U+FE68		# SMALL REVERSE SOLIDUS
0xA2E3	U+FF04		# FULLWIDTH DOLLAR SIGN
0xA2E4	U+FFE5		# FULLWIDTH YEN SIGN
0xA2E5	U+3012		# POSTAL MARK
0xA2E6	U+FFE0		# FULLWIDTH CENT SIGN
0xA2E7	U+FFE1		# FULLWIDTH POUND SIGN
0xA2E8	U+FF05		# FULLWIDTH PERCENT SIGN
0xA2E9	U+FF20		# FULLWIDTH COMMERCIAL AT
0xA2EA	U+2103		# DEGREE CELSIUS
0xA2EB	U+2109		# DEGREE FAHRENHEIT
0xA2EC	U+FE69		# SMALL DOLLAR SIGN
0xA2ED	U+FE6A		# SMALL PERCENT SIGN
0xA2EE	U+FE6B		# SMALL COMMERCIAL AT
0xA2EF	U+33D5		# SQUARE MIL
0xA2F0	U+339C		# SQUARE MM
0xA2F1	U+339D		# SQUARE CM
0xA2F2	U+339E		# SQUARE KM
0xA2F3	U+33CE		# SQUARE KM CAPITAL
0xA2F4	U+33A1		# SQUARE M SQUARED
0xA2F5	U+338E		# SQUARE MG
0xA2F6	U+338F		# SQUARE KG
0xA2F7	U+33C4		# SQUARE CC
0xA2F8	U+309C		# KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
0xA2F9	U+5159		# <cjk>
0xA2FA	U+515B		# <cjk>
0xA2FB	U+515E		# <cjk>
0xA2FC	U+515D		# <cjk>
0xA2FD	U+5161		# <cjk>
0xA2FE	U+5163		# <cjk>
0xA321	U+4F64		# <cjk>
0xA322	U+4F3E		# <cjk>
0xA323	U+4F67		# <cjk>
0xA324	U+4F52		# <cjk>
0xA325	U+4F5F		# <cjk>
0xA326	U+4F41		# <cjk>
0xA327	U+4F58		# <cjk>
0xA328	U+4F2D		# <cjk>
0xA329	U+4F33		# <cjk>
0xA32A	U+4F3F		# <cjk>
0xA32B	U+4F61		# <cjk>
0xA32C	U+518F		# <cjk>
0xA32D	U+51B9		# <cjk>
0xA32E	U+521C		# <cjk>
0xA32F	U+521E		# <cjk>
0xA330	U+5221		# <cjk>
0xA331	U+52AD		# <cjk>
0xA332	U+52AE		# <cjk>
0xA333	U+5309		# <cjk>
0xA334	U+5363		# <cjk>
0xA335	U+5372		# <cjk>
0xA336	U+538E		# <cjk>
0xA337	U+538F		# <cjk>
0xA338	U+5430		# <cjk>
0xA339	U+5437		# <cjk>
0xA33A	U+542A		# <cjk>
0xA33B	U+5454		# <cjk>
0xA33C	U+5445		# <cjk>
0xA33D	U+5419		# <cjk>
0xA33E	U+541C		# <cjk>
0xA33F	U+5425		# <cjk>
0xA340	U+5418		# <cjk>
0xA341	U+543D		# <cjk>
0xA342	U+544F		# <cjk>
0xA343	U+5441		# <cjk>
0xA344	U+5428		# <cjk>
0xA345	U+5424		# <cjk>
0xA346	U+5447		# <cjk>
0xA347	U+56EE		# <cjk>
0xA348	U+56E7		# <cjk>
0xA349	U+56E5		# <cjk>
0xA34A	U+5741		# <cjk>
0xA34B	U+5745		# <cjk>
0xA34C	U+574C		# <cjk>
0xA34D	U+5749		# <cjk>
0xA34E	U+574B		# <cjk>
0xA34F	U+5752		# <cjk>
0xA350	U+5906		# <cjk>
0xA351	U+5940		# <cjk>
0xA352	U+59A6		# <cjk>
0xA353	U+5998		# <cjk>
0xA354	U+59A0		# <cjk>
0xA355	U+5997		# <cjk>
0xA356	U+598E		# <cjk>
0xA357	U+59A2		# <cjk>
0xA358	U+5990		# <cjk>
0xA359	U+598F		# <cjk>
0xA35A	U+59A7		# <cjk>
0xA35B	U+59A1		# <cjk>
0xA35C	U+5B8E		# <cjk>
0xA35D	U+5B92		# <cjk>
0xA35E	U+5C28		# <cjk>
0xA35F	U+5C2A		# <cjk>
0xA360	U+5C8D		# <cjk>
0xA361	U+5C8F		# <cjk>
0xA362	U+5C88		# <cjk>
0xA363	U+5C8B		# <cjk>
0xA364	U+5C89		# <cjk>
0xA365	U+5C92		# <cjk>
0xA366	U+5C8A		# <cjk>
0xA367	U+5C86		# <cjk>
0xA368	U+5C93		# <cjk>
0xA369	U+5C95		# <cjk>
0xA36A	U+5DE0		# <cjk>
0xA36B	U+5E0A		# <cjk>
0xA36C	U+5E0E		# <cjk>
0xA36D	U+5E8B		# <cjk>
0xA36E	U+5E89		# <cjk>
0xA36F	U+5E8C		# <cjk>
0xA370	U+5E88		# <cjk>
0xA371	U+5E8D		# <cjk>
0xA372	U+5F05		# <cjk>
0xA373	U+5F1D		# <cjk>
0xA374	U+5F78		# <cjk>
0xA375	U+5F76		# <cjk>
0xA376	U+5FD2		# <cjk>
